,predicted,real,prob
1163,0,0,1
1164,0,0,1
1165,1,1,1
1166,0,0,1
1167,0,0,1
1168,1,1,1
1169,1,1,1
1170,0,0,1
1171,0,0,1
1172,0,0,1
1173,0,0,1
1174,1,1,1
1175,0,0,1
1176,0,0,1
1177,0,0,1
1178,0,0,1
1179,0,0,1
1180,0,0,1
1181,1,0,1
1182,0,0,1
1183,0,0,1
1184,1,1,1
1185,0,0,1
1186,1,1,1
1187,0,0,1
1188,0,0,1
1189,0,0,1
1190,0,0,1
1191,0,0,1
1192,0,0,1
1193,0,0,1
1194,1,1,1
1195,0,0,1
1196,0,0,1
1197,1,1,1
1198,0,0,1
1199,1,1,1
1200,1,1,1
1201,1,1,1
1202,0,0,1
1203,0,0,1
1204,0,0,1
1205,0,0,1
1206,0,0,1
1207,0,0,1
1208,0,0,1
1209,1,1,1
1210,0,0,1
1211,1,1,1
1212,0,0,1
1213,0,0,1
1214,0,0,1
1215,0,0,1
1216,0,0,1
1217,0,0,1
1218,0,0,1
1219,0,0,1
1220,0,0,1
1221,1,1,1
1222,1,1,1
1223,1,1,1
1224,0,0,1
1225,1,1,1
1226,1,1,1
1227,0,0,1
1228,0,0,1
1229,1,1,1
1230,1,1,1
1231,0,0,1
1232,1,1,1
1233,1,1,1
1234,0,0,1
1235,1,1,1
1236,1,0,1
1237,1,0,1
1238,0,0,1
1239,0,0,1
1240,0,0,1
1241,0,0,1
1242,1,1,1
1243,1,1,1
1244,1,1,1
1245,0,0,1
1246,0,0,1
1247,0,0,1
1248,0,0,1
1249,0,0,1
1250,0,0,1
1251,0,0,1
1252,1,0,1
1253,1,1,1
1254,1,1,1
1255,0,0,1
1256,0,0,1
1257,0,0,1
1258,1,1,1
1259,0,0,1
1260,1,1,1
1261,0,0,1
1262,1,1,1
1263,0,0,1
1264,0,0,1
1265,0,0,1
1266,0,0,1
1267,1,1,1
1268,0,0,1
1269,0,0,1
1270,1,1,1
1271,0,0,1
1272,1,1,1
1273,0,0,1
1274,0,0,1
1275,1,1,1
1276,1,1,1
1277,1,1,1
1278,0,0,1
1279,1,1,1
1280,0,0,1
1281,0,0,1
1282,0,0,1
1283,1,1,1
1284,0,0,1
1285,0,0,1
1286,1,1,1
1287,0,0,1
1288,0,0,1
1289,1,1,1
1290,1,1,1
1291,0,0,1
1292,0,0,1
1293,0,0,1
1294,0,0,1
1295,0,0,1
1296,1,0,1
1297,1,1,1
1298,1,1,1
1299,0,0,1
1300,0,0,1
1301,0,0,1
1302,0,0,1
1303,0,0,1
1304,0,0,1
1305,0,0,1
1306,0,0,1
1307,0,1,1
1308,0,0,1
1309,1,1,1
1310,0,0,1
1311,0,0,1
1312,0,0,1
1313,0,0,1
1314,0,0,1
1315,0,0,1
1316,1,1,1
1317,0,0,1
1318,0,0,1
1319,0,0,1
1320,0,0,1
1321,0,0,1
1322,0,0,1
1323,1,1,1
1324,1,1,1
1325,1,1,1
1326,0,0,1
1327,1,1,1
1328,0,0,1
1329,0,0,1
1330,1,1,1
1331,1,1,1
1332,1,1,1
1333,1,1,1
1334,1,1,1
1335,0,0,1
1336,0,0,1
1337,0,0,1
1338,0,0,1
1339,1,1,1
1340,0,0,1
1341,0,0,1
1342,0,0,1
1343,0,0,1
1344,1,1,1
1345,1,1,1
1346,1,1,1
1347,1,0,1
1348,1,1,1
1349,1,1,1
1350,1,1,1
1351,0,0,1
1352,0,0,1
1353,0,0,1
1354,0,0,1
1355,0,0,1
1356,0,0,1
1357,0,0,1
1358,0,0,1
1359,0,0,1
1360,1,1,1
1361,0,0,1
1362,1,1,1
1363,1,1,1
1364,0,0,1
1365,0,0,1
1366,0,0,1
1367,1,1,1
1368,0,0,1
1369,1,1,1
1370,0,0,1
1371,0,0,1
1372,0,0,1
1373,0,0,1
1374,0,0,1
1375,0,0,1
1376,1,1,1
1377,1,1,1
1378,0,0,1
1379,0,1,1
1380,0,0,1
1381,0,0,1
1382,0,0,1
1383,0,0,1
1384,1,1,1
1385,0,0,1
1386,0,0,1
1387,0,0,1
1388,0,0,1
1389,0,0,1
1390,0,0,1
1391,1,1,1
1392,0,0,1
1393,1,1,1
1394,0,0,1
1395,0,0,1
1396,1,1,1
1397,0,0,1
1398,0,0,1
1399,1,1,1
1400,1,1,1
1401,0,0,1
1402,0,0,1
1403,1,1,1
1404,1,1,1
1405,1,1,1
1406,0,0,1
1407,0,0,1
1408,0,0,1
1409,0,0,1
1410,0,0,1
1411,1,1,1
1412,1,1,1
1413,0,0,1
1414,1,1,1
1415,0,0,1
1416,1,1,1
1417,0,0,1
1418,0,0,1
1419,1,1,1
1420,0,0,1
1421,1,1,1
1422,0,0,1
1423,0,0,1
1424,1,1,1
1425,1,0,1
1426,0,0,1
1427,1,1,1
1428,0,0,1
1429,0,0,1
1430,0,0,1
1431,0,0,1
1432,1,1,1
1433,0,0,1
1434,1,0,1
1435,1,1,1
1436,0,0,1
1437,0,0,1
1438,0,0,1
1439,1,1,1
1440,1,1,1
1441,0,0,1
1442,0,0,1
1443,1,1,1
1444,0,0,1
1445,1,1,1
1446,0,0,1
1447,0,0,1
1448,1,1,1
1449,1,1,1
1450,1,1,1
1451,0,0,1
1452,0,0,1
1453,1,1,1
1454,0,0,1
1455,0,0,1
1456,0,0,1
1457,0,0,1
1458,0,0,1
1459,0,0,1
1460,0,0,1
1461,0,0,1
1462,1,1,1
1463,0,0,1
1464,0,0,1
1465,1,1,1
1466,0,0,1
1467,1,1,1
1468,1,1,1
1469,1,1,1
1470,0,0,1
1471,1,1,1
1472,0,0,1
1473,0,0,1
1474,0,0,1
1475,0,0,1
1476,1,1,1
1477,0,0,1
1478,0,0,1
1479,1,1,1
1480,1,1,1
1481,0,0,1
1482,1,1,1
1483,0,0,1
1484,1,1,1
1485,0,0,1
1486,0,0,1
1487,1,1,1
1488,0,0,1
1489,0,0,1
1490,1,1,1
1491,0,0,1
1492,0,0,1
1493,0,0,1
1494,0,0,1
1495,0,0,1
1496,0,0,1
1497,0,0,1
1498,0,0,1
1499,0,0,1
1500,0,0,1
1501,0,0,1
1502,0,0,1
1503,0,0,1
1504,0,0,1
1505,1,1,1
1506,0,0,1
1507,0,0,1
1508,0,0,1
1509,1,0,1
1510,1,1,1
1511,0,0,1
1512,0,0,1
1513,0,0,1
1514,0,0,1
1515,0,0,1
1516,0,0,1
1517,0,0,1
1518,0,0,1
1519,1,0,1
1520,1,1,1
1521,0,0,1
1522,0,0,1
1523,0,0,1
1524,0,0,1
1525,0,0,1
1526,0,0,1
1527,0,0,1
1528,0,0,1
1529,0,0,1
1530,0,0,1
1531,0,0,1
1532,0,0,1
1533,1,1,1
1534,1,1,1
1535,1,1,1
1536,0,0,1
1537,1,1,1
1538,0,0,1
1539,1,1,1
1540,0,0,1
1541,0,0,1
1542,0,0,1
1543,0,0,1
1544,0,0,1
1545,1,1,1
1546,0,0,1
1547,0,0,1
1548,0,0,1
1549,1,1,1
1550,0,0,1
1551,1,1,1
1552,0,0,1
1553,1,1,1
1554,1,1,1
1555,1,1,1
1556,0,0,1
1557,0,0,1
1558,0,0,1
1559,0,0,1
1560,0,0,1
1561,0,0,1
1562,1,1,1
1563,0,0,1
1564,0,0,1
1565,1,1,1
1566,0,0,1
1567,0,0,1
1568,0,0,1
1569,0,0,1
1570,0,0,1
1571,0,0,1
1572,0,0,1
1573,0,0,1
1574,1,1,1
1575,1,1,1
1576,0,0,1
1577,1,1,1
1578,0,0,1
1579,1,1,1
1580,1,1,1
1581,0,1,1
1582,0,0,1
1583,0,0,1
1584,1,1,1
1585,0,0,1
1586,0,0,1
1587,0,0,1
1588,1,1,1
1589,1,1,1
1590,0,0,1
1591,0,1,1
1592,1,1,1
1593,0,0,1
1594,1,1,1
1595,0,0,1
1596,1,1,1
1597,0,0,1
1598,1,1,1
1599,0,0,1
1600,0,0,1
1601,0,0,1
1602,0,0,1
1603,1,1,1
1604,0,1,1
1605,0,0,1
1606,1,1,1
1607,0,0,1
1608,0,0,1
1609,1,1,1
1610,1,1,1
1611,0,0,1
1612,1,1,1
1613,0,0,1
1614,0,0,1
1615,0,0,1
1616,1,1,1
1617,0,0,1
1618,0,0,1
1619,0,0,1
1620,1,1,1
1621,0,1,1
1622,1,1,1
1623,0,0,1
1624,1,1,1
1625,0,0,1
1626,1,1,1
1627,1,1,1
1628,0,0,1
1629,0,1,1
1630,0,0,1
1631,0,0,1
1632,0,0,1
1633,0,0,1
1634,1,1,1
1635,0,0,1
1636,0,0,1
1637,0,0,1
1638,0,0,1
1639,1,1,1
1640,1,1,1
1641,0,0,1
1642,1,1,1
1643,0,0,1
1644,0,1,1
1645,1,1,1
1646,1,1,1
1647,0,0,1
1648,1,1,1
1649,1,1,1
1650,1,1,1
1651,0,0,1
1652,0,0,1
1653,0,0,1
1654,0,0,1
1655,0,0,1
1656,1,1,1
1657,0,0,1
1658,0,0,1
1659,0,0,1
1660,0,0,1
1661,0,0,1
1662,1,1,1
1663,0,0,1
